date,e2v03,no2,Temp,Rh,ln_O3,ln_temp,ln_rh,e2v03_int_lag_1,e2v03_int_lag_3,e2v03_int_lag_5,e2v03_int_lead_1,e2v03_int_lead_3,e2v03_int_lead_5,diff,e2v03_slope_lag_1,e2v03_slope_lag_3,e2v03_slope_lag_5,e2v03_slope_lead_1,e2v03_slope_lead_3,e2v03_slope_lead_5,ln_O3_int_lag_1,ln_O3_int_lag_3,ln_O3_int_lag_5,ln_O3_int_lead_1,ln_O3_int_lead_3,ln_O3_int_lead_5,ln_O3_slope_lag_1,ln_O3_slope_lag_3,ln_O3_slope_lag_5,ln_O3_slope_lead_1,ln_O3_slope_lead_3,ln_O3_slope_lead_5,Temp_int_lag_1,Temp_int_lag_3,Temp_int_lag_5,Temp_int_lead_1,Temp_int_lead_3,Temp_int_lead_5,Temp_slope_lag_1,Temp_slope_lag_3,Temp_slope_lag_5,Temp_slope_lead_1,Temp_slope_lead_3,Temp_slope_lead_5,ln_temp_int_lag_1,ln_temp_int_lag_3,ln_temp_int_lag_5,ln_temp_int_lead_1,ln_temp_int_lead_3,ln_temp_int_lead_5,ln_temp_slope_lag_1,ln_temp_slope_lag_3,ln_temp_slope_lag_5,ln_temp_slope_lead_1,ln_temp_slope_lead_3,ln_temp_slope_lead_5,Rh_int_lag_1,Rh_int_lag_3,Rh_int_lag_5,Rh_int_lead_1,Rh_int_lead_3,Rh_int_lead_5,Rh_slope_lag_1,Rh_slope_lag_3,Rh_slope_lag_5,Rh_slope_lead_1,Rh_slope_lead_3,Rh_slope_lead_5,ln_rh_int_lag_1,ln_rh_int_lag_3,ln_rh_int_lag_5,ln_rh_int_lead_1,ln_rh_int_lead_3,ln_rh_int_lead_5,ln_rh_slope_lag_1,ln_rh_slope_lag_3,ln_rh_slope_lag_5,ln_rh_slope_lead_1,ln_rh_slope_lead_3,ln_rh_slope_lead_5,e2v03_sq,e2v03_interact_ln_O3,e2v03_interact_Temp,e2v03_interact_ln_temp,e2v03_interact_Rh,e2v03_interact_ln_rh,ln_O3_sq,ln_O3_interact_Temp,ln_O3_interact_ln_temp,ln_O3_interact_Rh,ln_O3_interact_ln_rh,Temp_sq,Temp_interact_ln_temp,Temp_interact_Rh,Temp_interact_ln_rh,ln_temp_sq,ln_temp_interact_Rh,ln_temp_interact_ln_rh,Rh_sq,Rh_interact_ln_rh,ln_rh_sq
2014-07-21 15:00:32,674,853,50.0,14.0,6.51323011091,3.91202300543,2.63905732962,0.0,1348.0,2695.5,0.0,1349.5,2699.5,0.0,0.0,0.0,0.2,0.0,0.333333333333,0.2,0.0,13.0264602218,26.052178053,0.0,13.0286840918,26.0581094735,0.0,0.0,0.000296956253516,0.0,0.000494193320074,0.000296515992045,0.0,100.05,200.15,0.0,100.0,200.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,7.82504501219,15.6510890257,0.0,7.82404601086,15.6480920217,0.0,0.0,-0.000399600532535,0.0,0.0,0.0,0.0,27.8,55.35,0.0,27.95,55.75,0.1,0.0666666666667,0.08,0.0,-0.0333333333333,-0.02,0.0,5.26375180103,10.5094526057,0.0,5.27453041449,10.5383080948,0.00716848947861,0.00479624581737,0.00579750737465,0.0,-0.00238949649287,-0.00143369789572,454276.0,4389.91709475,33700.0,2636.70350566,9436.0,1778.72464016,42.4221664777,325.661505546,25.4799060335,91.1852215528,17.1887876637,2500.0,195.601150271,700.0,131.952866481,15.303923995,54.768322076,10.3240529861,196.0,36.9468026146,6.964623589
2014-07-21 15:00:37,675,852,50.0,14.0,6.51471269087,3.91202300543,2.63905732962,0.0,1348.0,2696.0,0.0,1350.0,2700.0,0.0,0.0,0.0,0.2,1.0,0.333333333333,0.2,0.0,13.0264602218,26.0529204436,0.0,13.0294253817,26.0588507635,0.0,0.0,0.000296956253516,0.00148257996022,0.000494193320074,0.000296515992045,0.0,100.0,200.1,0.0,100.0,200.05,0.0,-0.0333333333333,-0.02,0.0,0.0,0.02,0.0,7.82404601086,15.6500900244,0.0,7.82404601086,15.649091023,0.0,-0.000666000887558,-0.000399600532535,0.0,0.0,0.000399600532535,0.0,27.95,55.6,0.0,27.85,55.55,0.0,0.0666666666667,0.06,0.0,-0.0333333333333,-0.06,0.0,5.27453041449,10.5274777228,0.0,5.26736192501,10.5238931016,0.0,0.00479624581737,0.00433229935624,0.0,-0.00238949649287,-0.00433229935624,455625.0,4397.43106634,33750.0,2640.61552866,9450.0,1781.36369749,42.4414814446,325.735634544,25.4857059204,91.2059776722,17.1927002772,2500.0,195.601150271,700.0,131.952866481,15.303923995,54.768322076,10.3240529861,196.0,36.9468026146,6.964623589
2014-07-21 15:00:41,675,852,50.0,13.9,6.51471269087,3.91202300543,2.63188884014,0.0,1348.5,2696.5,0.0,1350.0,2700.5,-0.00716848947861,1.0,0.333333333333,0.2,0.0,0.0,0.2,0.0,13.0272015118,26.0536617336,0.0,13.0294253817,26.0595909561,0.00148257996022,0.000494193320074,0.000296515992045,0.0,0.0,0.000296077034087,0.0,100.0,200.05,0.0,100.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82404601086,15.649091023,0.0,7.82404601086,15.6500900244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,55.8,0.0,27.8,55.3,0.0,0.0333333333333,0.04,-0.1,-0.0333333333333,-0.06,0.0,5.27811465923,10.5418664603,0.0,5.26377768027,10.5058158496,0.0,0.00238949649287,0.00287774749042,-0.00716848947861,-0.00238949649287,-0.00433229935624,455625.0,4397.43106634,33750.0,2640.61552866,9382.5,1776.52496709,42.4414814446,325.735634544,25.4857059204,90.5545064031,17.1459996278,2500.0,195.601150271,695.0,131.594442007,15.303923995,54.3771197755,10.2960096903,193.21,36.5832548779,6.92683886684
2014-07-21 15:00:46,675,852,50.0,13.9,6.51471269087,3.91202300543,2.63188884014,0.0,1349.5,2697.5,0.0,1350.0,2701.5,0.0,0.0,0.333333333333,0.2,0.0,0.0,0.2,0.0,13.0286840918,26.0551443136,0.0,13.0294253817,26.0610713412,0.0,0.000494193320074,0.000296515992045,0.0,0.0,0.000296077034087,0.0,100.0,200.0,0.0,100.05,200.15,0.0,0.0,-0.02,0.0,0.0333333333333,0.02,0.0,7.82404601086,15.6480920217,0.0,7.82504501219,15.6510890257,0.0,0.0,-0.000399600532535,0.0,0.000666000887558,0.000399600532535,0.0,27.95,55.9,0.0,27.7,55.05,-0.1,-0.0333333333333,0.02,0.0,-0.0666666666667,-0.06,0.0,5.27453041449,10.549060829,0.0,5.25653117662,10.4876598222,-0.00716848947861,-0.00238949649287,0.0014440495947,0.0,-0.00483100243419,-0.00436380947893,455625.0,4397.43106634,33750.0,2640.61552866,9382.5,1776.52496709,42.4414814446,325.735634544,25.4857059204,90.5545064031,17.1459996278,2500.0,195.601150271,695.0,131.594442007,15.303923995,54.3771197755,10.2960096903,193.21,36.5832548779,6.92683886684
2014-07-21 15:00:51,675,852,50.0,13.9,6.51471269087,3.91202300543,2.63188884014,0.0,1350.0,2698.5,0.0,1350.5,2702.5,0.0,0.0,0.333333333333,0.2,0.0,0.333333333333,0.2,0.0,13.0294253817,26.0566268935,0.0,13.0301655743,26.0625517264,0.0,0.000494193320074,0.000296515992045,0.0,0.000493461723478,0.000296077034087,0.0,100.0,200.0,0.0,100.1,200.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82404601086,15.6480920217,0.0,7.82604401352,15.652088027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.85,55.85,0.0,27.5,54.75,0.0,-0.0333333333333,0.0,0.0,-0.0666666666667,-0.06,0.0,5.26736192501,10.5454765842,0.0,5.24203816932,10.4658407748,0.0,-0.00238949649287,0.0,0.0,-0.00483100243419,-0.00436380947893,455625.0,4397.43106634,33750.0,2640.61552866,9382.5,1776.52496709,42.4414814446,325.735634544,25.4857059204,90.5545064031,17.1459996278,2500.0,195.601150271,695.0,131.594442007,15.303923995,54.3771197755,10.2960096903,193.21,36.5832548779,6.92683886684
2014-07-21 15:00:56,675,852,50.1,13.7,6.51471269087,3.91402100809,2.61739583283,0.0,1350.0,2699.5,0.0,1351.5,2703.0,-0.0144930073026,0.0,0.0,0.2,0.0,0.333333333333,0.0,0.0,13.0294253817,26.0581094735,0.0,13.0316459595,26.063291919,0.0,0.0,0.000296515992045,0.0,0.000493461723478,0.0,0.0,100.0,200.0,0.0,100.1,200.15,0.0,0.0,0.0,0.1,0.0333333333333,0.0,0.0,7.82404601086,15.6480920217,0.0,7.82604401352,15.6510890257,0.0,0.0,0.0,0.00199800266267,0.000666000887558,0.0,0.0,27.8,55.75,0.0,27.35,54.5,0.0,-0.0333333333333,-0.02,-0.2,-0.1,-0.08,0.0,5.26377768027,10.5383080948,0.0,5.23112864562,10.4475781775,0.0,-0.00238949649287,-0.00143369789572,-0.0144930073026,-0.00727301579821,-0.00583983093845,455625.0,4397.43106634,33817.5,2641.96418046,9247.5,1766.74218716,42.4414814446,326.387105813,25.4987223338,89.251563865,17.0515818492,2510.01,196.092452505,686.37,131.131531225,15.3195604518,53.6220878108,10.2445422762,187.69,35.8583229098,6.85076094574
2014-07-21 15:01:01,676,852,50.0,13.7,6.51619307604,3.91202300543,2.61739583283,0.0,1350.0,2700.0,0.0,1352.0,2702.5,0.0,0.0,0.0,0.2,1.0,0.333333333333,0.0,0.0,13.0294253817,26.0588507635,0.0,13.0323861521,26.0625517264,0.0,0.0,0.000296515992045,0.00148038517043,0.000493461723478,0.0,0.0,100.05,200.05,0.0,100.1,200.1,0.1,0.0333333333333,0.02,-0.1,-0.0333333333333,-0.02,0.0,7.82504501219,15.649091023,0.0,7.82604401352,15.6500900244,0.00199800266267,0.000666000887558,0.000399600532535,-0.00199800266267,-0.000666000887558,-0.000399600532535,0.0,27.7,55.55,0.0,27.25,54.3,-0.2,-0.0666666666667,-0.06,0.0,-0.0333333333333,-0.04,0.0,5.25653117662,10.5238931016,0.0,5.22380260553,10.4328720301,-0.0144930073026,-0.00483100243419,-0.00433229935624,0.0,-0.00244201336402,-0.00294122947794,456976.0,4404.94651941,33800.0,2644.52755167,9261.2,1769.359583,42.4607722043,325.809653802,25.4914972213,89.2718451418,17.0554566032,2500.0,195.601150271,685.0,130.869791642,15.303923995,53.5947151744,10.2393127124,187.69,35.8583229098,6.85076094574
2014-07-21 15:01:05,676,851,50.1,13.6,6.51619307604,3.91402100809,2.61006979274,0.0,1350.5,2700.5,0.0,1351.5,2702.0,-0.00732604009207,1.0,0.333333333333,0.2,0.0,-0.333333333333,0.0,0.0,13.0301655743,26.0595909561,0.0,13.0316459595,26.0618115338,0.00148038517043,0.000493461723478,0.000296077034087,0.0,-0.000493461723478,0.0,0.0,100.1,200.1,0.0,100.05,200.1,-0.1,0.0,0.0,0.1,0.0,0.02,0.0,7.82604401352,15.6500900244,0.0,7.82504501219,15.6500900244,-0.00199800266267,0.0,0.0,0.00199800266267,0.0,0.000399600532535,0.0,27.5,55.3,0.0,27.15,54.1,0.0,-0.0666666666667,-0.06,-0.1,-0.0666666666667,-0.06,0.0,5.24203816932,10.5058158496,0.0,5.21644953184,10.4181114135,0.0,-0.00483100243419,-0.00433229935624,-0.00732604009207,-0.0049020491299,-0.00442822517544,456976.0,4404.94651941,33867.6,2645.87820147,9193.6,1764.40717989,42.4607722043,326.46127311,25.5045165924,88.6202258342,17.0077187115,2510.01,196.092452505,681.36,130.764496616,15.3195604518,53.23068571,10.2158680014,184.96,35.4969491813,6.81246432298
2014-07-21 15:01:10,676,851,50.0,13.6,6.51619307604,3.91202300543,2.61006979274,0.0,1351.5,2701.5,0.0,1350.5,2702.0,0.0,0.0,0.333333333333,0.2,0.0,-0.333333333333,0.0,0.0,13.0316459595,26.0610713412,0.0,13.0301655743,26.0618115338,0.0,0.000493461723478,0.000296077034087,0.0,-0.000493461723478,0.0,0.0,100.1,200.15,0.0,100.0,200.1,0.1,0.0333333333333,0.02,-0.1,-0.0333333333333,-0.02,0.0,7.82604401352,15.6510890257,0.0,7.82404601086,15.6500900244,0.00199800266267,0.000666000887558,0.000399600532535,-0.00199800266267,-0.000666000887558,-0.000399600532535,0.0,27.35,55.05,0.0,27.05,53.95,-0.1,-0.1,-0.06,0.0,-0.0333333333333,-0.02,0.0,5.23112864562,10.4876598222,0.0,5.20906942454,10.4070138169,-0.00732604009207,-0.00727301579821,-0.00436380947893,0.0,-0.00246003576587,-0.00147602145952,456976.0,4404.94651941,33800.0,2644.52755167,9193.6,1764.40717989,42.4607722043,325.809653802,25.4914972213,88.6202258342,17.0077187115,2500.0,195.601150271,680.0,130.503489637,15.303923995,53.2035128738,10.210653075,184.96,35.4969491813,6.81246432298
2014-07-21 15:01:15,675,851,50.0,13.5,6.51471269087,3.91202300543,2.60268968544,0.0,1352.0,2702.5,0.0,1350.5,2702.0,-0.00738010729762,0.0,0.333333333333,0.2,-1.0,0.0,-0.2,0.0,13.0323861521,26.0625517264,0.0,13.0301655743,26.0618115338,0.0,0.000493461723478,0.000296077034087,-0.00148038517043,0.0,-0.000296077034087,0.0,100.1,200.2,0.0,100.05,200.1,-0.1,-0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0,7.82604401352,15.652088027,0.0,7.82504501219,15.6500900244,-0.00199800266267,-0.000666000887558,0.0,0.0,0.000666000887558,0.0,0.0,27.25,54.75,0.0,26.95,53.9,0.0,-0.0333333333333,-0.06,-0.1,-0.0666666666667,-0.02,0.0,5.22380260553,10.4658407748,0.0,5.20166188165,10.4033237633,0.0,-0.00244201336402,-0.00436380947893,-0.00738010729762,-0.00493836192838,-0.00147602145952,455625.0,4397.43106634,33750.0,2640.61552866,9112.5,1756.81553767,42.4414814446,325.735634544,25.4857059204,87.9486213268,16.9557755242,2500.0,195.601150271,675.0,130.134484272,15.303923995,52.8123105733,10.1817819254,182.25,35.1363107535,6.77399359872
